deutsch,english
Bayerns,Bavaria
n,n
präsentierte,presented
Klub,club
ermitteln,determine
Buches,book
Therapie,therapy
öfter,more often
verdanken,owe
Schlagzeilen,Headlines
Erwachsene,Adult
Konsens,consensus
katholische,Catholic
Explosion,explosion
fügte,added
dunklen,dark
beschloß,decided
wachsende,growing
Generationen,Generations
sobald,as soon as
ungewöhnlich,unusual
öffnet,opens
Parlaments,Parliament
Jedes,Each
schwieriger,more difficult
drauf,on it
enger,narrower
Argumente,Arguments
Gipfel,summit
erstellen,create
Perspektiven,Perspectives
Bauer,farmer
gelingen,succeed
verläßt,leaves
Kann,Can
Parteichef,Party leader
Phänomen,phenomenon
umstritten,controversial
scheiterte,failed
bemerkt,noticed
Alternativen,Alternatives
Johannes,Johannes
Gerüchte,rumors
III,III
Ausmaß,extent
Treffer,hit
Insbesondere,In particular
Lebensmittel,Groceries
Stolz,Proud
IWF,IMF
heftigen,violent
bemühen,make an effort
Kammer,chamber
Schülern,students
globalen,global
Branchen,Industries
redet,talks
Passagiere,passengers
gebunden,bound
Rücksicht,consideration
drastisch,drastic
Option,option
Lieferung,Delivery
Menschheit,humanity
reinen,pure
Haare,Hair
ökologische,ecological
Schäfer,shepherd
Los Angeles,Los Angeles
entdecken,discover
Plätzen,places
Durchführung,implementation
fürchtet,fears
angeben,indicate
Jörg,Jörg
beherrscht,masters
Sturz,Fall
weitaus,far
sofern,provided
existieren,exist
reisen,travel
organisieren,organize
Skandal,scandal
Räumen,rooms
auseinander,apart
zugrunde,underlying
IBM,IBM
Tieren,animals
Nachwuchs,offspring
St.,St.
Treffpunkt,Meeting point
gelangt,reached
derweil,meanwhile
Sozialisten,Socialists
Rollen,Roll
wendet,turns
hinterlassen,leave behind
Greenpeace,Greenpeace
überflüssig,superfluous
Lohnfortzahlung,Continued payment of wages
Vorgaben,Specifications
niederländischen,Dutch
spielten,played
verringert,reduced
Abwehr,Defense
geschützt,protected
Annahme,assumption
getrieben,driven
erreichten,reached
Japaner,Japanese
stärksten,strongest
Kreise,Circles
Belegschaft,workforce
generell,generally
Solange,As long as
städtische,municipal
Einsicht,Insight
Anzeigen,Show
böse,evil
parallel,parallel
Wagner,wagner
kontrollieren,control
erstenmal,first time
Vorstandsmitglied,Board member
Fähigkeit,Capability
Anliegen,Issue
Befreiung,liberation
total,total
Mannschaften,Teams
Bundespräsident,Federal President
Test,test
vorläufig,provisional
Zeile,Line
gebucht,booked
Abends,At evening
Mythos,myth
Veröffentlichung,publication
vierzig,forty
umfassenden,comprehensive
Ansonsten,Otherwise
werben,advertise
Gehirn,Brain
erwerben,acquire
Substanz,substance
unteren,lower
Rostock,Rostock
Überprüfung,examination
Rentner,Pensioner
zweites,second
DGB,DGB
Vorstoß,Initiative
sichergestellt,ensured
deutlichen,clear
musste,had to
Gesetzgeber,Legislator
gleichermaßen,likewise
bewahren,preserve
Motive,Motives
erledigt,completed
vorlegen,present
Kindergarten,Kindergarten
vertritt,represents
Deren,Whose
weiten,wide
Sowohl,As well as
Schwarz,Black
demokratische,democratic
Akademie,academy
löste,solved
aufzunehmen,to record
Luxemburg,Luxembourg
euch,you
empfehlen,recommend
linke,left
erwähnt,mentioned
vergleichsweise,comparatively
schönsten,most beautiful
Kleine,Small
Entdeckung,discovery
Taten,actions
Waffe,weapon
löschen,delete
Golf,golf
etliche,several
Zugriff,access
Leverkusen,Leverkusen
einzelner,individual
jenes,that
Stellvertreter,Deputy
Mittlerweile,In the meantime
hierfür,for this
Loch,Hole
verwandelt,transforms
kehrt,returns
eingeräumt,granted
Holding,Holding
Ansehen,View
ausfallen,stand out
Merkmal,feature
Regierungschefs,Heads of government
DFB,DFB
öffentlicher,public
Immer wieder,Again and again
Füßen,feet
letztes,last
Stoffe,Fabrics
Regime,regime
Schweigen,Be silent
Periode,period
feierte,celebrated
durften,were allowed
for,for
Abenteuer,adventure
endgültige,final
bittet,requests
Redaktion,Editorial staff
Reden,Talk
Gästen,guests
versteckt,hidden
Immobilien,property
Kilo,kilo
gerichtet,directed
Ludwig,Ludwig
Börsen,stock exchanges
benachbarten,neighboring
echten,real
bezeichnen,design
Überblick,overview
konservativen,conservative
Kündigung,Termination
Ausstattung,equipment
Belastungen,burdens
verarbeitet,processed
Staatspräsident,President
Zumindest,At least
Qualifikation,qualification
krank,sick
stehenden,standing
Faust,fist
Freistaat,Free State
Soll,Should
angesprochen,addressed
untersuchen,investigate
Landeshauptstadt,state capital
Fazit,Conclusion
jemals,ever
Umstellung,Changeover
spanische,Spanish
Enttäuschung,disappointment
Komponente,component
Verbandes,Association
gewußt,known
brechen,break
handelte,acted
Lediglich,Only
berücksichtigen,take into account
rot-grünen,red-green
gerettet,rescued
veröffentlichte,published
müde,tired
vorgesehenen,intended
streiten,argue
genügt,sufficient
Kulturen,Cultures
Telekommunikation,telecommunications
ehemals,formerly
Sachsen-Anhalt,Saxony-Anhalt
herrschte,prevailed
beschreiben,describe
steigenden,rising
Meldungen,Reports
Kindheit,childhood
bewölkt,cloudy
Oft,Often
freundlich,friendly
Betreiber,operator
Hanauer,Hanauer
besorgt,worried
restlichen,remaining
erlauben,allow
Etwas,Something
UN,U.N.
gestoßen,bumped
Bibliothek,library
verschaffen,provide
Berichten,Report
kommunistischen,communist
Gute,Good
Lied,song
Agentur,agency
christlichen,Christian
Gemeinsam,Together
Erwerb,Acquisition
Sportler,sportsman
Nationalspieler,national player
geborene,born
Quote,Quote
berechnet,calculated
Partnerschaft,partnership
Komödie,comedy
Bürgerkrieg,Civil War
religiösen,religious
Offenbar,Apparently
Münchener,Munich
Einzug,Move-in
schwach,weak
quasi,quasi
schildert,describes
Sonst,Otherwise
Motor,Motor
Rettung,rescue
aufgeben,give up
drängt,urges
geholfen,helped
Dialogfenster,Dialog window
Schuß,Shot
verglichen,compared
Protokoll,protocol
sozial,social
Christine,Christine
Zunahme,increase
Börsengang,IPO
Wohl,Probably
vermag,able to
gestoppt,stopped
Offensive,offensive
Versprechen,Promise
gehöre,belong
behandeln,treat
Sogar,Even
gelaufen,walked
Do,do
Brüder,Brothers
mitunter,sometimes
Entlassung,Dismissal
Steffi Graf,Steffi Graf
aufgeführt,listed
Inflation,inflation
Übergang,transition
Monika,Monika
bearbeitet,edited
Sicher,secure
Löhne,Wages
Filmen,Film
Arbeitsgruppe,Working group
voneinander,each other
heimischen,local
Bundesverfassungsgericht,Federal Constitutional Court
keinesfalls,absolutely not
gefüllt,filled
Unrecht,injustice
eingegangen,received
Im übrigen,Moreover
Magazin,magazine
Detail,detail
Innenministerium,Ministry of the Interior
Kürzungen,Cuts
begannen,began
begegnen,encounter
entdeckte,discovered
geholt,fetched
massiven,massive
umgehen,evade
Potential,potential
einfacher,simpler
verließ,left
weite,wide
Münster,Muenster
Rock,rock
Franken,Franconia
Sanktionen,Sanctions
anfangs,initially
jüngeren,younger
Vizepräsident,Vice President
Köpfe,Heads
Bayer,Bayer
verständlich,understandable
Weniger,Fewer
eingeben,input
zugesagt,promised
mit Blick auf,with a view to
mehrerer,several
Eines,One
Besuchern,visitors
blauen,blue
Ehemann,Husband
Haar,hair
hinsichtlich,regarding
Defizit,deficit
Bach,Bach
Halbfinale,Semi-final
Fortschritte,progress
Fax,fax
Zur Zeit,Currently
lebende,living
skeptisch,skeptical
Vermittlung,mediation
reichte,was enough
Karin,Karin
Irland,Ireland
Gesetzentwurf,Draft law
realisiert,realized
Verfolgung,Persecution
Freundschaft,friendship
Fähigkeiten,skills
geleitet,led
Tages,Day
Reduzierung,reduction
Andrea,Andrea
Senator,senator
Optimismus,optimism
Tränen,tears
westliche,western
Singapur,Singapore
leeren,empty
zwingen,force
zeitweise,temporarily
Ersatz,Substitute
to,to
Linken,Left
Flügel,wing
Erhalt,maintenance
jung,young
stimmten,voted
Außer,Except
Anstrengungen,efforts
Kalifornien,California
Bedrohung,threat
durchschnittliche,average
festgehalten,Recorded
Romans,Romans
natürlichen,natural
Versammlung,Assembly
scheitern,fail
Arbeitszeit,working hours
oberen,upper
locker,loose
eventuell,possibly
Impulse,Impulses
Opfern,Sacrifice
gestohlen,stolen
vorliegen,are
wandte,turned
drehen,turn
einstimmig,unanimously
v.Chr.,BC
unabhängigen,independent
Bertelsmann,Bertelsmann
Koch,Cook
täglichen,daily
darstellt,represents
verteidigt,defended
massiv,solid
Brüsseler,Brussels
verteilen,distribute
Messer,Knife
erforderlichen,required
entfallen,omitted
Aufhebung,Cancellation
klagen,complain
Weber,Weber
Prognosen,Forecasts
Flugzeuge,Airplanes
vergangene,past
Karlsruher,Karlsruhe
Angehörige,relatives
geltend,applicable
Geschmack,The taste
Völker,Peoples
Wall Street,Wall Street
derselben,the same
Flüchtlingen,refugees
Holland,Holland
führe,lead
Nationalmannschaft,national team
gekennzeichnet,marked
kommunalen,municipal
lokalen,local
Fassung,Version
Nationen,Nations
PKK,PKK
Ruhestand,retirement
empfohlen,recommended
Flug,Flight
Dimension,dimension
verdoppelt,doubled
dortigen,there
islamischen,Islamic
Films,Films
ausgegangen,assumed
gegründete,founded
aufbauen,build up
angeschlossen,connected
steigende,rising
wohin,where
Gegenzug,countermovement
Erbe,heritage
gesellschaftliche,social
Taiwan,Taiwan
wohnt,lives
bearbeiten,edit
Verarbeitung,processing
schöner,beautiful
Festival,festival
Arbeitslose,unemployed
Ausstellungen,Exhibitions
Argentinien,Argentina
Versicherung,Insurance
bedeute,means
lautete,read
Sozialismus,socialism
Held,hero
aufeinander,each other
Auflagen,Conditions
Aktienmarkt,stock market
bekanntlich,as is well known
nehme,take
angeht,as far as
Kompetenz,competence
Christdemokraten,Christian Democrats
im Grunde,basically
Freizeit,Leisure time
Leidenschaft,Passion
stoßen,encounter
Fabrik,Factory
reiche,rich
deutet,does not indicate
organisierten,organized
Wann,When
überwinden,overcome
Deutschen Bank,Deutsche Bank
blickt,looks
studiert,studied
Beratungen,Consultations
lebten,lived
Finanzen,Finances
Spielern,players
Chor,choir
freier,free
Laufzeit,Duration
Ali,Ali
Harald,Harald
vollkommen,completely
stattfindet,takes
Photo,photo
hob,hob
Ministerin,Minister
Präsenz,presence
ausgeliefert,delivered
angegriffen,attacked
gewohnt,used
Delegation,delegation
geltenden,applicable
Sonnabend,Saturday
exakt,exactly
Architekt,architect
Anton,Anton
Helga,Helga
zum anderen,on the other hand
Abs,Abs
heftige,intense
schwarz,black
Release,Release
Altstadt,Old Town
Modernisierung,modernization
Leiden,Suffer
Italiens,Italy's
Schiffe,ships
Bruch,fracture
füllen,fill
diesjährigen,this year
EG,EC
unterhalten,entertain
Werden,Become
begangen,committed
Wohnungsbau,housing
zugänglich,accessible
Oskar Lafontaine,Oskar Lafontaine
Erika,Erika
Ausnahmen,Exceptions
Gehalt,Salary
polnische,Polish
Diesmal,This time
N,N
Varianten,Variants
Nerven,Annoy
Flammen,Flame
Abhängigkeit,dependence
Zeuge,witness
befreien,free
zeige,show
europäischer,European
nördlich,north
Kandidatur,candidacy
lohnt,worthwhile
kommentierte,commented
steuern,steer
Islam,Islam
still,still
Programms,Programs
wesentliche,essential
Kleidung,Clothing
neuerdings,recently
anderswo,elsewhere
sage,saw
Max,Max
dorthin,there
verbesserte,improved
ausländischer,foreign
gründen,found
errichten,erect
Rahmenbedingungen,Framework conditions
Märkten,markets
Komponisten,Composers
Märchen,Fairy tale
Inhalte,Contents
Null,Zero
Kubikmeter,cubic meters
Marketing,marketing
nötigen,necessary
Arbeitsamt,Employment office
Planungen,plans
Bezirksausschuß,District Committee
Pressesprecher,Press spokesman
Unterhaltung,Entertainment
dokumentiert,documented
Bedingung,Condition
Tübingen,Tübingen
Weder,Neither
Zeichnungen,Drawings
gewannen,won
Sabine,Sabine
Dass,That
plädiert,pleads
Übertragung,transmission
bist,are
gekostet,cost
Bearbeiten,Edit
Lesen,To read
getreten,kicked
USD,USD
leise,quiet
überdies,moreover
Mißbrauch,Abuse
Klubs,Clubs
überleben,survive
Termine,Appointments
verantworten,to be responsible
stirbt,dies
Exil,exile
kommentiert,commented
Effekt,effect
palästinensischen,Palestinian
konfrontiert,confronted
Leiche,Corpse
Prozesse,Processes
dramatisch,dramatic
stimmte,agreed
Stadtwerke,municipal utilities
Lächeln,Smile
Berechnungen,calculations
fügt,adds
negativ,negative
griff,handle
Verlierer,loser
übersehen,overlook
Mitternacht,midnight
Orten,locations
CD,CD
Kindes,child
wirksam,effective
Goethe,Goethe
Instanz,Instance
fraglich,questionable
Erziehung,Upbringing
medizinische,medical
Tschechien,Czech Republic
Frist,deadline
gelöscht,deleted
Klagen,Lawsuits
Brot,Bread
einzusetzen,to use
Miete,Rent
Göppingen,Göppingen
Professoren,Professors
Wut,Fury
südlichen,southern
schlimmer,worse
Gesichter,Faces
Ralf,Ralf
Einbruch,Burglary
verraten,betrayed
interne,internal
neuem,new
W.,W.
Anzeichen,signs
eineinhalb,one and a half
zuordnen,assign
Zusammenschluß,merger
Villa,villa
schwierige,difficult
Sieben,Seven
Auswertung,Evaluation
Berechnung,calculation
Sehr,Very
befassen,deal
gewünschte,desired
unabhängige,independent
Aspekt,aspect
bekamen,received
Witz,Joke
Austausch,Exchange
schwachen,weaken
Schäuble,Schäuble
demonstrieren,demonstrate
angemeldet,logged in
fühlte,felt
interessieren,are of interest
Konkurs,bankruptcy
geschah,happened
Meisterschaft,championship
Erfüllung,Fulfillment
Engel,angel
Lieferanten,suppliers
Neuer,Newer
Inland,inland
massive,massive
Gerd,Gerd
angehören,belong
aktiven,active
fremden,strangers
gebrochen,broken
geregelt,regulated
Persönlichkeit,personality
Dresdner Bank,Dresdner Bank
Zwecke,purposes
gesetzliche,statutory
Daran,To it
zugenommen,increased
Gerichte,Dishes
Jury,jury
Humor,humor
Entfernung,distance
Römer,Romans
vorliegenden,present
genannte,mentioned
angebracht,appropriate
gewährleistet,guaranteed
Betriebsrat,Works council
Beteiligungen,Investments
gestrigen,yesterday
Fraktionschef,parliamentary group leader
UdSSR,USSR
Marktes,market
Zurückhaltung,Restraint
befaßt,deals with
Außenpolitik,foreign policy
zurückgekehrt,returned
wußten,knew
Gertrud,Gertrud
Weiß,White
Disziplin,discipline
Zusammenbruch,collapse
Bestimmungen,provisions
Stahl,Steel
Center,center
kroatischen,Croatian
bunten,colorful
Geschäftsführung,Management
Rechner,computer
Furcht,fear
verzeichnet,recorded
günstig,cheap
tiefe,depth
bewältigen,get over
Öffnungszeiten,Opening hours
heiße,hot
Autors,author
Bündnis 90/Die Grünen,Alliance 90/The Greens
Sehnsucht,Longing
Gefangenen,prisoners
Fülle,Abundance
älter,older
Mecklenburg-Vorpommern,Mecklenburg-Western Pomerania
weltweite,worldwide
Skepsis,skepticism
erweist,proves
ganzes,whole
ausgewählt,selected
Magdeburg,Magdeburg
gleichwohl,nevertheless
Grundgesetz,Basic Law
organisierte,organized
Siegfried,Siegfried
Gewissen,Conscience
kündigt,announces
geschossen,shot
bekräftigte,confirmed
Mannesmann,Mannesmann
spürbar,noticeably
Spielraum,Scope
integriert,integrated
verkündete,announced
traditionell,traditional
Syrien,Syria
fließt,flows
Eva,Eva
installiert,installed
Zum einen,On the one hand
Anwendungen,Applications
Lob,praise
stabil,stable
eigenem,own
Kinos,Cinemas
Gleich,Same
starben,died
literarischen,literary
aussieht,looks
Straftaten,criminal offenses
heran,approach
Vorstandschef,CEO
moderner,modern
Kürze,Brief
km,km
verstärken,strengthen
Dresdner,Dresden
Amtsgericht,Local Court
Ebenfalls,Also
ernannt,appointed
vertrieben,distributed
Planeten,planets
illegal,illegal
digitalen,digital
hörte,heard
momentan,at the moment
medizinischen,medical
kalt,cold
Vorjahres,Last year
weiblichen,female
brauchte,needed
Commerzbank,Commerzbank
Können,Can
erheben,raise
sozialer,social
Entschädigung,Compensation
warnen,warn
Juristen,Lawyers
besonderer,special
Schwäche,weakness
zweieinhalb,two and a half
vermieden,avoided
Konzepte,concepts
rot-grüne,red-green
beantworten,answer
Bombe,bomb
